time,gpu,total,is_running,n_atoms,tps
0,13.53,162.9817657470703,False,,
1,13.34,157.31988525390625,False,,
2,13.36,151.2472381591797,False,,
3,13.13,132.59036254882812,False,,
4,13.13,151.7969970703125,False,,
5,12.69,150.11293029785156,False,,
6,12.48,143.48541259765625,False,,
7,12.85,128.05653381347656,False,,
8,13.27,119.9391860961914,False,,
9,13.14,134.4541473388672,False,,
10,12.89,156.3512725830078,False,,
11,12.97,142.8428497314453,False,,
12,12.87,147.30384826660156,True,512,
13,26.98,233.6484375,True,512,
14,70.56,236.98609924316406,True,512,
15,74.43,227.21530151367188,True,512,
16,73.58,232.43099975585938,True,512,
17,73.61,233.54061889648438,True,512,
18,74.01,227.062255859375,True,512,
19,73.95,220.310546875,True,512,
20,74.34,232.74183654785156,True,512,
21,73.97,233.84738159179688,True,512,
22,74.54,237.1201934814453,True,512,
23,73.98,224.47471618652344,True,512,
24,74.08,227.44207763671875,True,512,
25,74.4,234.11709594726562,False,512,20105.447059747552
26,66.66,202.9701690673828,False,512,20105.447059747552
27,63.57,138.24734497070312,False,512,20105.447059747552
28,51.65,135.49427795410156,False,512,20105.447059747552
29,17.1,135.91188049316406,False,512,20105.447059747552
30,12.97,137.01467895507812,False,512,20105.447059747552
31,12.9,135.1047821044922,False,512,20105.447059747552
32,12.39,127.76895904541016,False,512,20105.447059747552
33,12.19,143.36451721191406,False,512,20105.447059747552
34,12.23,154.19931030273438,False,512,20105.447059747552
35,12.31,126.7192611694336,False,512,20105.447059747552
36,12.32,132.81597900390625,False,512,20105.447059747552
37,12.66,142.50987243652344,False,512,20105.447059747552
38,12.92,151.6874237060547,True,1024,20105.447059747552
39,40.6,229.8207550048828,True,1024,20105.447059747552
40,75.69,215.971435546875,True,1024,20105.447059747552
41,75.83,235.55284118652344,True,1024,20105.447059747552
42,75.95,222.32843017578125,True,1024,20105.447059747552
43,76.47,234.2798309326172,True,1024,20105.447059747552
44,75.84,230.84225463867188,True,1024,20105.447059747552
45,76.79,238.31739807128906,True,1024,20105.447059747552
46,76.29,214.8994140625,True,1024,20105.447059747552
47,76.35,229.96572875976562,False,1024,17807.914953978638
48,64.01,183.48602294921875,False,1024,17807.914953978638
49,55.02,163.16851806640625,False,1024,17807.914953978638
50,38.28,144.53846740722656,False,1024,17807.914953978638
51,14.08,132.0268096923828,False,1024,17807.914953978638
52,13.69,136.87889099121094,False,1024,17807.914953978638
53,13.61,144.4809112548828,False,1024,17807.914953978638
54,13.71,153.1168975830078,False,1024,17807.914953978638
55,13.49,141.5796356201172,False,1024,17807.914953978638
56,13.15,143.9265899658203,False,1024,17807.914953978638
57,13.06,145.50405883789062,False,1024,17807.914953978638
58,13.38,139.29083251953125,False,1024,17807.914953978638
59,13.25,143.6044921875,True,2048,17807.914953978638
60,56.27,235.74954223632812,True,2048,17807.914953978638
