time,gpu,total,is_running,n_atoms,tps
0,13.26,134.25315856933594,False,,
1,13.1,128.7102508544922,False,,
2,12.96,129.43075561523438,False,,
3,12.96,115.112060546875,False,,
4,12.86,159.99026489257812,False,,
5,13.09,153.45449829101562,False,,
6,12.9,120.42510986328125,False,,
7,12.51,114.10210418701172,False,,
8,12.09,176.12838745117188,False,,
9,11.4,160.63320922851562,False,,
10,11.81,147.59774780273438,False,,
11,12.33,137.60028076171875,False,,
12,12.43,133.4842071533203,False,,
13,12.96,175.79275512695312,True,512,
14,12.18,236.51007080078125,True,512,
15,12.31,197.3501434326172,True,512,
16,12.26,201.5406494140625,True,512,
17,12.65,199.69825744628906,True,512,
18,12.43,197.36734008789062,True,512,
19,11.96,221.86756896972656,True,512,
20,11.79,203.09414672851562,True,512,
21,11.94,179.5911865234375,True,512,
22,12.33,194.52488708496094,True,512,
23,12.19,203.25836181640625,True,512,
24,12.12,208.29537963867188,True,512,
25,12.27,176.76422119140625,True,512,
26,12.52,215.3702850341797,True,512,
27,12.71,215.10711669921875,True,512,
28,12.14,186.03892517089844,True,512,
29,12.1,201.69029235839844,True,512,
30,12.0,220.21913146972656,False,512,7796.217368261018
31,11.87,140.49990844726562,False,512,7796.217368261018
32,11.93,137.8161163330078,False,512,7796.217368261018
33,12.24,145.74594116210938,False,512,7796.217368261018
34,12.23,134.0651397705078,False,512,7796.217368261018
35,11.82,122.52083587646484,False,512,7796.217368261018
36,12.04,149.94635009765625,False,512,7796.217368261018
37,12.15,144.66770935058594,False,512,7796.217368261018
38,12.1,123.80940246582031,False,512,7796.217368261018
39,12.14,128.4662628173828,False,512,7796.217368261018
40,11.99,131.4601287841797,False,512,7796.217368261018
41,12.1,127.93960571289062,False,512,7796.217368261018
42,12.02,129.8276824951172,False,512,7796.217368261018
43,11.82,192.28744506835938,True,1024,7796.217368261018
44,11.69,164.75917053222656,True,1024,7796.217368261018
45,11.68,184.60604858398438,True,1024,7796.217368261018
46,11.63,185.8988494873047,True,1024,7796.217368261018
47,11.73,194.2953643798828,True,1024,7796.217368261018
48,12.06,166.62652587890625,True,1024,7796.217368261018
49,12.12,170.2677764892578,True,1024,7796.217368261018
50,12.37,184.41891479492188,True,1024,7796.217368261018
51,12.7,175.4470672607422,True,1024,7796.217368261018
52,12.11,163.84674072265625,True,1024,7796.217368261018
53,12.06,173.41078186035156,True,1024,7796.217368261018
54,12.23,207.76283264160156,True,1024,7796.217368261018
55,12.49,175.1045684814453,True,1024,7796.217368261018
56,12.43,181.42532348632812,True,1024,7796.217368261018
57,12.07,194.5635986328125,True,1024,7796.217368261018
58,11.48,182.37496948242188,True,1024,7796.217368261018
59,11.47,171.74842834472656,True,1024,7796.217368261018
60,11.77,213.31106567382812,True,1024,7796.217368261018
61,11.86,226.95318603515625,True,1024,7796.217368261018
62,12.07,183.5900421142578,True,1024,7796.217368261018
63,11.85,213.97616577148438,True,1024,7796.217368261018
64,11.24,213.96951293945312,True,1024,7796.217368261018
65,11.35,188.0218963623047,True,1024,7796.217368261018
66,11.42,190.3812255859375,False,1024,2728.7379272477588
67,11.58,117.75907135009766,False,1024,2728.7379272477588
68,11.68,151.6577911376953,False,1024,2728.7379272477588
69,11.77,151.0985870361328,False,1024,2728.7379272477588
70,12.16,142.04483032226562,False,1024,2728.7379272477588
71,12.21,141.20640563964844,False,1024,2728.7379272477588
72,12.16,157.51983642578125,False,1024,2728.7379272477588
73,12.06,139.47329711914062,False,1024,2728.7379272477588
74,12.24,132.46270751953125,False,1024,2728.7379272477588
75,12.16,148.18411254882812,False,1024,2728.7379272477588
76,11.67,151.0550994873047,False,1024,2728.7379272477588
77,11.54,153.92344665527344,False,1024,2728.7379272477588
78,11.43,128.72174072265625,True,2048,2728.7379272477588
79,11.42,190.1756134033203,True,2048,2728.7379272477588
80,11.15,174.90391540527344,True,2048,2728.7379272477588
81,10.56,164.67918395996094,True,2048,2728.7379272477588
82,10.7,187.55569458007812,True,2048,2728.7379272477588
83,11.34,192.40255737304688,True,2048,2728.7379272477588
84,11.51,154.2686309814453,True,2048,2728.7379272477588
85,11.71,189.23019409179688,True,2048,2728.7379272477588
86,11.34,175.76119995117188,True,2048,2728.7379272477588
87,10.81,183.83242797851562,True,2048,2728.7379272477588
88,10.57,171.9500274658203,True,2048,2728.7379272477588
89,10.78,148.39488220214844,True,2048,2728.7379272477588
90,10.75,161.04684448242188,True,2048,2728.7379272477588
91,10.65,153.58517456054688,True,2048,2728.7379272477588
92,10.6,124.9555892944336,False,2048,1577.418545305518
93,11.11,133.91725158691406,False,2048,1577.418545305518
94,11.3,140.54196166992188,False,2048,1577.418545305518
95,11.51,149.94601440429688,False,2048,1577.418545305518
96,11.44,110.26734161376953,False,2048,1577.418545305518
97,10.95,125.04959869384766,False,2048,1577.418545305518
98,10.8,132.88865661621094,False,2048,1577.418545305518
99,10.56,133.8321990966797,False,2048,1577.418545305518
100,10.39,126.76917266845703,False,2048,1577.418545305518
101,10.5,126.65669250488281,False,2048,1577.418545305518
102,10.53,131.44642639160156,False,2048,1577.418545305518
103,10.73,163.51980590820312,False,2048,1577.418545305518
104,11.23,150.3352508544922,True,4096,1577.418545305518
105,11.52,168.71527099609375,True,4096,1577.418545305518
106,11.15,157.99053955078125,True,4096,1577.418545305518
107,10.84,161.7277069091797,True,4096,1577.418545305518
108,10.69,166.93521118164062,True,4096,1577.418545305518
109,10.79,147.6404571533203,True,4096,1577.418545305518
110,11.51,178.3475799560547,True,4096,1577.418545305518
111,11.53,183.06243896484375,True,4096,1577.418545305518
112,11.72,182.203125,True,4096,1577.418545305518
113,11.84,173.26185607910156,True,4096,1577.418545305518
114,11.23,152.07290649414062,True,4096,1577.418545305518
115,11.36,184.3459014892578,True,4096,1577.418545305518
116,11.67,147.83282470703125,True,4096,1577.418545305518
117,11.79,178.06219482421875,True,4096,1577.418545305518
118,11.45,170.95733642578125,True,4096,1577.418545305518
119,11.65,159.1761932373047,False,4096,815.8385639494483
120,11.68,152.53591918945312,False,4096,815.8385639494483
121,11.52,109.69147491455078,False,4096,815.8385639494483
122,11.63,126.00259399414062,False,4096,815.8385639494483
123,11.96,162.61968994140625,False,4096,815.8385639494483
124,12.02,135.33265686035156,False,4096,815.8385639494483
125,12.09,113.61188507080078,False,4096,815.8385639494483
126,11.64,144.0893096923828,False,4096,815.8385639494483
127,11.46,147.58763122558594,False,4096,815.8385639494483
128,11.69,130.45962524414062,False,4096,815.8385639494483
129,11.73,121.10196685791016,False,4096,815.8385639494483
130,12.01,139.6302490234375,False,4096,815.8385639494483
131,12.11,134.87403869628906,True,8192,815.8385639494483
132,12.23,142.6219024658203,True,8192,815.8385639494483
133,12.3,141.64862060546875,True,8192,815.8385639494483
134,11.9,175.85157775878906,True,8192,815.8385639494483
135,11.88,141.9456024169922,True,8192,815.8385639494483
136,11.92,174.6197509765625,True,8192,815.8385639494483
137,11.69,174.6089630126953,True,8192,815.8385639494483
138,11.71,169.4090576171875,True,8192,815.8385639494483
139,11.73,161.27174377441406,True,8192,815.8385639494483
140,11.56,163.58995056152344,True,8192,815.8385639494483
141,11.71,148.61204528808594,True,8192,815.8385639494483
142,11.9,152.0201873779297,True,8192,815.8385639494483
143,11.83,188.05152893066406,True,8192,815.8385639494483
144,11.68,186.08604431152344,True,8192,815.8385639494483
145,11.28,175.07159423828125,True,8192,815.8385639494483
146,11.27,181.08206176757812,True,8192,815.8385639494483
147,11.51,158.29592895507812,False,8192,414.7416133719831
148,11.77,131.5990447998047,False,8192,414.7416133719831
149,12.19,108.16024017333984,False,8192,414.7416133719831
150,12.01,124.4532241821289,False,8192,414.7416133719831
151,12.11,160.67405700683594,False,8192,414.7416133719831
152,11.94,108.4690933227539,False,8192,414.7416133719831
153,11.45,130.9200897216797,False,8192,414.7416133719831
154,11.55,137.45046997070312,False,8192,414.7416133719831
155,11.87,138.46119689941406,False,8192,414.7416133719831
156,11.72,134.2356719970703,False,8192,414.7416133719831
157,10.99,129.18402099609375,False,8192,414.7416133719831
158,11.15,153.73614501953125,False,8192,414.7416133719831
159,11.45,168.41510009765625,True,16384,414.7416133719831
160,11.79,149.8634490966797,True,16384,414.7416133719831
161,11.1,166.09205627441406,True,16384,414.7416133719831
162,11.41,161.29400634765625,True,16384,414.7416133719831
163,11.76,173.46839904785156,True,16384,414.7416133719831
164,11.8,148.90846252441406,True,16384,414.7416133719831
165,11.66,167.9645233154297,True,16384,414.7416133719831
166,11.71,178.1214599609375,True,16384,414.7416133719831
167,11.94,140.47637939453125,True,16384,414.7416133719831
168,11.97,158.9090118408203,True,16384,414.7416133719831
169,11.64,155.0207061767578,True,16384,414.7416133719831
170,11.65,149.19895935058594,True,16384,414.7416133719831
171,11.78,178.55796813964844,True,16384,414.7416133719831
172,11.91,155.80398559570312,True,16384,414.7416133719831
173,11.95,187.89373779296875,True,16384,414.7416133719831
174,11.94,184.15040588378906,True,16384,414.7416133719831
175,11.76,147.96173095703125,False,16384,211.08411637953003
176,11.45,111.54161834716797,False,16384,211.08411637953003
177,11.64,132.52664184570312,False,16384,211.08411637953003
178,12.03,151.18032836914062,False,16384,211.08411637953003
179,12.48,155.9296112060547,False,16384,211.08411637953003
180,12.16,112.69319152832031,False,16384,211.08411637953003
181,11.87,143.53378295898438,False,16384,211.08411637953003
182,11.96,129.02630615234375,False,16384,211.08411637953003
183,12.0,156.0824432373047,False,16384,211.08411637953003
184,12.2,126.63871765136719,False,16384,211.08411637953003
185,11.79,151.5702667236328,False,16384,211.08411637953003
186,11.77,133.3937225341797,False,16384,211.08411637953003
