time,gpu,total,is_running,n_atoms,tps
0,11.37,134.03726196289062,False,,
1,10.8,160.65321350097656,False,,
2,11.2,146.08993530273438,False,,
3,11.44,145.6422119140625,False,,
4,11.44,116.967041015625,False,,
5,11.66,157.94346618652344,False,,
6,11.48,147.1559600830078,False,,
7,11.68,145.75177001953125,False,,
8,11.58,134.42869567871094,False,,
9,11.54,145.22445678710938,False,,
10,11.24,131.48980712890625,False,,
11,10.99,124.14046478271484,False,,
12,11.18,120.40850830078125,False,,
13,11.04,192.51426696777344,True,512,
14,72.42,199.1779022216797,True,512,
15,71.98,222.1371612548828,True,512,
16,102.01,254.7767791748047,True,512,
17,102.5,283.2462158203125,True,512,
18,102.82,236.47264099121094,True,512,
19,102.41,263.45184326171875,True,512,
20,101.95,262.3122253417969,True,512,
21,102.27,250.65390014648438,True,512,
22,101.98,270.2836608886719,True,512,
23,102.15,258.262939453125,True,512,
24,103.02,264.1958923339844,True,512,
25,103.03,247.4160614013672,True,512,
26,102.41,232.9413299560547,True,512,
27,102.86,283.3107604980469,True,512,
28,103.12,238.90650939941406,True,512,
29,102.39,226.0121612548828,True,512,
30,102.61,235.65206909179688,True,512,
31,102.0,246.36788940429688,True,512,
32,102.46,235.81919860839844,True,512,
33,101.86,254.60301208496094,True,512,
34,102.66,220.4884490966797,True,512,
35,103.12,268.8448486328125,True,512,
36,103.43,243.43434143066406,True,512,
37,103.84,287.7684020996094,True,512,
38,104.67,253.1051483154297,True,512,
39,104.38,264.3919372558594,True,512,
40,104.15,269.70806884765625,True,512,
41,104.39,248.95021057128906,True,512,
42,103.92,248.4237518310547,True,512,
43,103.67,259.060302734375,True,512,
44,104.19,259.535400390625,True,512,
45,104.06,259.4508361816406,True,512,
46,104.44,278.44049072265625,False,512,92881.9067459246
47,81.2,194.88381958007812,False,512,92881.9067459246
48,69.37,208.4403533935547,False,512,92881.9067459246
49,57.67,181.99998474121094,False,512,92881.9067459246
50,53.69,181.33566284179688,False,512,92881.9067459246
51,53.57,187.75877380371094,False,512,92881.9067459246
52,53.69,188.9819793701172,False,512,92881.9067459246
53,53.76,173.08615112304688,False,512,92881.9067459246
54,53.71,197.9093475341797,False,512,92881.9067459246
55,53.77,167.52845764160156,False,512,92881.9067459246
56,53.82,198.6551971435547,False,512,92881.9067459246
57,53.72,215.09205627441406,False,512,92881.9067459246
58,53.69,195.84237670898438,True,1024,92881.9067459246
59,55.15,241.7523651123047,True,1024,92881.9067459246
60,127.86,279.7655029296875,True,1024,92881.9067459246
